Passenger Count;Trip Distance (in miles);Fare Amount;Surcharge;Tip Amount;Total Amount;Generous ? 
1;4,06;17;0,5;3,5;21,8;Yes
2;4,3;17,5;0,5;0;18,8;No
1;0,14;3,5;0,5;0;4,8;No
1;2,12;9;0,5;0;10,3;No
1;1,4;7,7;0,5;1;10;Yes
1;6,7;21;0,5;4,45;26,75;Yes
1;0,98;5,5;0,5;1,2;8;Yes
1;2,32;9;0,5;2,38;12,68;Yes
1;2;8,7;0,5;3;13;Yes
1;3,1;13;0,5;2,85;17,15;Yes
1;0,6;4,5;0,5;0,87;6,67;Yes
1;1,28;6,5;0,5;0;7,8;No
1;1,4;7;0,5;0;8,3;No
3;0,7;6;0,5;0;7,3;No
1;0,6;8;0,5;0;9,3;No
1;4,4;16,5;0,5;3,55;21,35;Yes
1;1,85;10,5;0,5;2,2;14;Yes
6;1,1;11,5;0,5;0;12,8;No
1;9,41;31;0,5;0;32,3;No
5;1,17;6;0,5;1;8,3;Yes
1;1,31;7;0,5;0;8,3;No
5;2,1;10;0,5;1;12,3;Yes
1;3,4;12;0,5;3,12;16,42;Yes
5;2,9;12;0,5;0;13,3;No
3;3,15;12,5;0,5;2;21,13;Yes
5;13,5;80;0;0;80,3;No
6;1,42;6,5;0,5;0;7,8;No
1;0,81;6;0,5;1,62;8,92;Yes
5;3,89;13,5;0,5;0;14,5;No
1;2,9;14;0,5;0;15,3;No
3;1,3;13;0,5;0;14,3;No
3;4,6;20;0,5;0;21,3;No
1;9,48;39;0,5;7,9;48,2;Yes
1;1,5;6,5;0,5;2;9,8;Yes
1;1,1;6,5;0,5;0;7,8;No
1;1,93;9,5;0,5;0;10,8;No
2;2,7;13;0,5;2,85;17,15;Yes
2;2,5;12,5;0,5;2,6;16,4;Yes
4;4,8;18;0,5;0;19,3;No
2;6,1;22,2;0,5;4,7;28,2;Yes
1;12,01;36,5;0,5;11,1;48,9;Yes
4;4,3;24;0,5;0;25,3;No
1;0,68;6;0,5;0;7,3;No
1;1,1;6,7;0,5;1,6;9,6;Yes
1;2,26;11,5;0,5;0;12,8;No
1;7,7;23,5;0,5;6;36,13;Yes
1;2,27;13,5;0,5;2,8;17,6;Yes
2;5,1;20;0,5;0;21,3;No
1;3,95;21,5;0,5;0;22,8;No
1;2,46;20;0,5;5,12;26,42;Yes
2;2,1;8;0,5;1,7;11;Yes
3;1,46;7;0,5;1,88;10,18;Yes
1;2,8;10,7;0,5;0;12;No
1;0,8;4,5;0,5;0;5,8;No
6;0,88;5;0,5;1,1;7,4;Yes
1;1,11;6,5;0,5;0;7,8;No
1;7,04;22;0,5;0;23,3;No
5;4,79;17;0,5;0;18,3;No
5;15,07;43;0,5;0;49,63;No
1;0,5;4,2;0,5;1;6,5;Yes
2;4,9;16;0,5;3,3;20,6;Yes
2;2,3;12;0,5;2,65;15,95;Yes
6;2,39;12,5;0,5;0;13,8;No
2;3,08;19,5;0,5;2;22,8;Yes
1;2,78;11;0,5;0;12,3;No
4;0,8;5;0,5;0;6,3;No
1;4,42;16;0,5;4,95;22,25;Yes
2;5,29;19;0,5;4,88;25,18;Yes
1;0,8;5,5;0,5;0;6,8;No
3;1,15;6,5;0,5;0;7,8;No
1;1,5;8,2;0,5;1,5;11;Yes
1;2,18;13,5;0,5;0;14,8;No
1;11,7;34,7;0,5;7,2;43,2;Yes
1;0,66;5;0,5;1,1;7,4;Yes
1;2,1;10,5;0,5;0;11,8;No
1;10,77;29,5;0,5;0;30,8;No
1;1,3;12;0,5;0;13,3;No
1;17,33;52;0;11,47;69,3;Yes
1;0,6;4,2;0,5;1,37;6,87;Yes
1;2,2;11;0,5;0;12,3;No
1;2;12,2;0,5;2,7;16,2;Yes
1;5;18,7;0,5;4;24;Yes
5;0,71;4,5;0,5;1,25;7,05;Yes
1;0,56;5;0,5;0;6,3;No
3;0,8;7;0,5;0;8,3;No
1;2,1;10;0,5;0;11,3;No
1;1,34;9;0,5;0;10,3;No
1;2,76;11,5;0,5;0;12,5;No
1;2,5;11,7;0,5;2,6;15,6;Yes
2;5,77;20;0,5;4,1;25,4;Yes
1;11,72;44;0,5;14,95;65,58;Yes
1;0,1;2,5;0,5;0;3,8;No
1;2,06;8,5;0,5;1,5;11,3;Yes
2;2,91;10,5;0,5;0;11,8;No
2;2,94;11,5;0,5;0;12,8;No
2;2,27;11;0,5;0;12,3;No
1;2,77;11,5;0,5;0;12,8;No
1;0,1;3;0,5;0;4,3;No
3;1,64;7,5;0,5;0;8,8;No
1;1,98;8,5;0,5;1;10,8;Yes
3;1;9;0,5;0;10,3;No
2;1;8,5;0,5;0;9,8;No
1;2,85;13,5;0,5;3,5;18,3;Yes
1;0,36;3,5;0,5;0;4,8;No
1;0,61;4;0,5;0;5,3;No
1;0,99;5,5;0,5;0;6,8;No
1;1,8;8,5;0,5;2,45;12,25;Yes
2;1,9;9,5;0,5;0;10,8;No
1;7,3;55;0;12;77,05;Yes
5;0,65;5;0,5;0;6,3;No
1;1,4;6,7;0,5;1,6;9,6;Yes
4;3,27;13;0,5;3,38;17,68;Yes
1;9,79;28,5;0,5;6,87;42;Yes
3;3,49;19;0,5;4,88;25,18;Yes
1;0,38;4;0,5;0;5,3;No
2;0,4;4;0,5;0;5;No
3;0,8;5;0,5;0;6,3;No
1;1,74;7,5;0,5;0;8,8;No
2;2,54;9,5;0,5;0;10,8;No
5;1,97;10;0,5;1;12,3;Yes
2;4,13;15;0,5;0;16,3;No
1;1,33;6,5;0,5;0;7,8;No
1;2,25;9;0,5;0;10,3;No
5;2,11;9;0,5;0;10,3;No
1;1,1;7,5;0,5;0;8,8;No
1;2,7;12,2;0,5;2;15,5;Yes
2;0,4;5;0,5;1,25;7,55;Yes
1;0,98;5,5;0,5;1,5;8,3;Yes
1;1,8;9;0,5;3,05;13,35;Yes
2;2,5;10,5;0,5;0;11,8;No
1;3,3;12;0,5;2,5;15,8;Yes
1;2,54;11;0,5;2,3;14,6;Yes
2;5,1;16,5;0,5;0;17,8;No
1;4,28;14,5;0,5;0;15,8;No
1;3,06;14,5;0,5;3;18,8;Yes
1;2,64;18,5;0,5;3,8;23,6;Yes
1;0,7;4,5;0,5;0;5,8;No
1;0,7;5;0,5;0;6,3;No
2;1,9;8;0,5;1,85;11,15;Yes
1;3,33;11;0,5;1;13,3;Yes
5;2,35;10,5;0,5;0;11,8;No
6;2,71;13;0,5;0;14,3;No
1;8,29;32;0,5;8,12;41,42;Yes
6;1,97;9;0,5;1,9;12,2;Yes
1;2,74;11,5;0,5;0;12,8;No
2;6,9;24,5;0,5;0;25,8;No
1;6,98;23,5;0,5;0;24,8;No
1;9,3;28;0,5;0;29,3;No
1;1,01;6;0,5;1,3;8,6;Yes
1;0,9;6;0,5;1;8,3;Yes
1;0,94;6,5;0,5;1,75;9,55;Yes
1;2,11;9;0,5;1,9;12,2;Yes
1;4,92;15,5;0,5;0;16,8;No
1;7,99;24,5;0,5;5;30,8;Yes
2;11,38;33;0,5;3;37,3;Yes
1;4,3;18,5;0,5;3,95;23,75;Yes
2;7,02;25,5;0,5;4;30,8;Yes
1;1,22;6;0,5;0;7,3;No
1;1,04;5,5;0,5;0,75;7,55;Yes
1;1,24;6;0,5;0;7,3;No
2;1,2;7,5;0,5;1,75;10,55;Yes
2;3,76;15;0,5;3,1;19,4;Yes
1;1,8;11,5;0,5;2,4;15,2;Yes
6;0,58;4;0,5;0;5,3;No
1;0,8;5;0,5;2;8,3;Yes
2;1,04;6,5;0,5;0;7,8;No
1;2,5;9;0,5;1,7;12;Yes
1;2,05;10;0,5;0;11,3;No
2;1,6;16,5;0,5;0;17,8;No
2;0,2;3,5;0,5;0;4,8;No
2;4,2;13,5;0,5;2,95;17,75;Yes
1;2,9;13,5;0,5;0;14,8;No
1;3,16;15,5;0,5;0;16,8;No
1;0,6;5;0,5;1,85;8,15;Yes
1;1,1;6,7;0,5;1,6;9,6;Yes
1;2,28;9,5;0,5;0;10,8;No
1;3,3;12,5;0,5;0;13,8;No
1;3,01;14;0,5;0;15,3;No
1;0,8;5;0,5;0;6,3;No
1;0,35;5,5;0,5;0;6,8;No
1;0,78;4;0,5;0,9;6,2;Yes
2;0,5;4,5;0,5;0;5,8;No
2;2,61;9;0,5;1,9;12,2;Yes
1;2,6;10;0,5;1;12,3;Yes
1;1,9;9,7;0,5;2,2;13,2;Yes
1;2,8;11,5;0,5;0;12,8;No
2;6,07;19;0,5;3,9;24,2;Yes
1;2,55;12;0,5;1,5;14,8;Yes
6;2,76;12;0,5;0;13,3;No
1;0,8;11;0,5;0;12,3;No
1;3,2;23,5;0,5;0;24,8;No
2;0,6;4,5;0,5;1,15;6,95;Yes
1;0,8;6;0,5;3,88;10,88;Yes
1;4,47;16,5;0,5;0;17,8;No
2;1,5;11,7;0,5;2,6;15,6;Yes
1;2,5;10;0,5;3,35;14,65;Yes
1;2,44;10,5;0,5;1,3;13,1;Yes
5;11,43;32,5;0,5;0;33,8;No
2;11,1;33,5;0,5;0;34,5;No
1;4,02;16,5;0,5;0;17,8;No
1;0,9;5;0,5;0;6,3;No
1;1,4;7,5;0,5;0;8,8;No
5;0,86;7;0,5;0;8,3;No
1;0,98;7,5;0,5;2;10,8;Yes
1;7,7;23,5;0,5;4,95;29,75;Yes
2;7;24,7;0,5;6,5;32,5;Yes
1;0,7;5;0,5;0;6,3;No
2;0,89;5,5;0,5;0;6,8;No
5;1,9;7;0,5;0;8,3;No
1;1,54;6,5;0,5;3;10,8;Yes
1;0,27;4;0,5;0;5,3;No
2;1,78;8,5;0,5;0;9,8;No
5;1,56;8,5;0,5;0;9,8;No
2;1,3;10;0,5;0;11,3;No
5;5,25;17;0,5;0;18,3;No
2;4,3;14,7;0,5;3,2;19,2;Yes
1;6,3;20,5;0,5;4,35;26,15;Yes
2;2,5;13;0,5;0;14,3;No
1;0,83;5,5;0,5;1,5;8,3;Yes
3;1,2;7;0,5;0;8,3;No
2;1,4;7,2;0,5;1,7;10,2;Yes
1;1,6;8,5;0,5;0;9,8;No
1;2,37;10;0,5;0;11,3;No
1;0,9;8,5;0,5;1,95;11,75;Yes
6;2,09;10,5;0,5;0;11,8;No
1;4,7;16;0,5;0;17,3;No
5;6,21;20;0,5;0;21,3;No
1;0,6;4,5;0,5;1,7;7,5;Yes
2;2,6;11,5;0,5;0;12,8;No
1;6,58;23,5;0,5;0;24,8;No
1;3,4;18;0,5;0;19,3;No
2;4;17,5;0,5;0;18,8;No
1;1,1;7;0,5;0;8,3;No
2;1,3;8;0,5;0;9,3;No
1;4,17;14,5;0,5;3,75;19,55;Yes
1;2,85;12,5;0,5;0;13,8;No
2;4,1;16;0,5;0;17,3;No
1;7,55;24,5;0,5;6,07;37,2;Yes
2;1,1;6;0,5;0;7,3;No
4;1,5;7,5;0,5;1;9,8;Yes
2;1,4;8;0,5;0;9,3;No
6;7,4;25,5;0,5;5,2;32;Yes
3;0,53;4;0,5;0;5,3;No
2;0,59;4;0,5;0;5,3;No
1;1,93;9,5;0,5;0;10,8;No
1;4,28;16;0,5;4,95;21,95;Yes
3;1,4;12,5;0,5;0;13,8;No
1;2,44;14;0,5;1,5;16,8;Yes
1;5,46;20;0,5;4,1;25,4;Yes
2;6,7;22,7;0,5;4,8;28,8;Yes
2;1,9;9;0,5;9,7;20;Yes
1;2,8;16;0,5;3,45;20,75;Yes
1;5,8;21,5;0,5;4,55;27,35;Yes
3;10,1;34;0,5;2;37,3;Yes
2;4,36;50;0;0;62,55;No
1;1,65;8;0,5;1,7;11;Yes
3;2,21;9;0,5;1;11,3;Yes
1;3,8;12,5;0,5;0;13,8;No
1;3,2;12,5;0,5;0;13,8;No
2;3,8;16;0,5;5,15;22,45;Yes
6;5,32;20;0,5;0;21,3;No
6;0,84;4,5;0,5;1;6,8;Yes
1;0,56;4,5;0,5;0;5,8;No
5;1,1;7;0,5;2,25;10,55;Yes
1;2,2;10;0,5;2,25;13,55;Yes
3;4,1;16;0,5;0;17,3;No
1;6,37;21;0,5;5,38;27,68;Yes
4;3,05;20;0,5;0;21,3;No
5;1,16;6,5;0,5;1,4;9,2;Yes
1;2,2;9,2;0,5;2,1;12,6;Yes
5;4,45;14;0,5;0;15,3;No
5;11,61;32,5;0,5;0;39,13;No
1;5,31;21;0,5;5,38;27,68;Yes
2;3,6;19,2;0,5;4,1;24,6;Yes
1;2,59;11,5;0,5;0;12,8;No
1;0,9;5,5;0,5;0;6,8;No
1;3,8;15;0,5;0;16,3;No
1;3,37;15,5;0,5;2;18,8;Yes
4;2,5;17,5;0,5;0;18,8;No
1;4,49;20;0,5;2;23,3;Yes
1;1,01;5,5;0,5;0;6,8;No
1;0,8;6;0,5;0;7,3;No
1;2,1;11,2;0,5;2,5;15;Yes
1;4,72;19;0,5;0;20,3;No
1;3,3;18,2;0,5;0;19,5;No
2;2,8;10;0,5;5;16,3;Yes
1;1,2;10,5;0,5;0;11,8;No
1;2,82;14,5;0,5;0;15,8;No
2;8,5;27,5;0,5;8,6;37,4;Yes
2;0,1;3;0,5;0;4,3;No
1;0,8;5,5;0,5;1,2;8;Yes
1;2,7;10;0,5;0;11,3;No
1;2,16;9,5;0,5;2,5;13,3;Yes
3;1,84;9,5;0,5;0;10,8;No
6;1,93;10,5;0,5;0;11,8;No
5;3,82;15,5;0,5;0;16,8;No
1;0,41;3,5;0,5;0;4,8;No
1;4,7;17,5;0,5;1;19,8;Yes
1;4,7;24;0,5;0;25,3;No
1;7,1;28,5;0,5;5,95;35,75;Yes
1;0;2,5;0,5;0;3,8;No
1;0,87;5;0,5;0;6,3;No
1;1,87;8,5;0,5;0;9,8;No
4;0,6;7;0,5;0;8,3;No
1;1,5;8;0,5;0;9,3;No
2;3;13,5;0,5;2,8;17,6;Yes
1;0,38;4;0,5;0;5,3;No
1;0,85;5;0,5;1,38;7,68;Yes
2;1;5,5;0,5;0;6,8;No
1;0,9;5,5;0,5;0;6,8;No
2;2,44;8,5;0,5;2;11,8;Yes
4;2,4;9,5;0,5;0;10,8;No
1;2,49;11;0,5;0;12,3;No
6;3,72;12,5;0,5;2,6;16,4;Yes
6;6,02;19;0,5;2;22,3;Yes
2;6,46;21;0,5;0;22,3;No
2;8,05;25;0,5;0;31,63;No
1;4,5;18;0,5;0;19,3;No
1;12,08;35;0,5;7,1;43,4;Yes
1;0,1;3;0,5;0;4,3;No
1;1,81;9;0,5;0;10,3;No
1;3,3;12,5;0,5;2,75;16,55;Yes
2;1,55;7;0,5;0;8,3;No
2;0,9;6,5;0,5;1,55;9,35;Yes
1;4;13,5;0,5;2;16,8;Yes
1;1,1;6,5;0,5;0;7,8;No
1;1,5;7;0,5;0;8,3;No
4;0,7;6;0,5;0;7,3;No
1;1,2;6,2;0,5;1,5;9;Yes
1;1,9;9;0,5;0;10,3;No
2;2,34;9;0,5;5;15,3;Yes
4;6,7;20,5;0,5;0;21,8;No
1;1;5;0,5;0;6,3;No
1;1,1;5,5;0,5;2;8,8;Yes
2;1,2;6,5;0,5;0;7,8;No
1;1,4;7,5;0,5;0;8,8;No
5;3,07;11,5;0,5;2,4;15,2;Yes
1;4,2;15;0,5;3,25;19,55;Yes
2;4,54;17,5;0,5;0;18,8;No
3;3,1;17,2;0,5;3,7;22,2;Yes
5;1,54;7,5;0,5;0;8,8;No
1;2,12;9;0,5;1,9;12,2;Yes
1;3,06;11;0,5;0;12,3;No
3;2,2;11;0,5;0;12,3;No
1;2,56;11;0,5;0;12,3;No
5;5,61;17,5;0,5;2;20,8;Yes
1;2,5;11,5;0,5;2,03;14,83;Yes
1;10,48;31;0,5;0;32,3;No
4;7,1;25,5;0,5;0;26,8;No
1;2,9;18;0,5;0;19,3;No
1;0,59;6;0,5;0;7,3;No
6;1,35;7,5;0,5;0;8,8;No
5;2,21;13;0,5;0;14,3;No
1;18,03;52;0;11,47;69,6;Yes
1;3,09;19,5;0,5;0;20,8;No
3;0,62;4,5;0,5;1;6,8;Yes
1;1,77;8;0,5;1,7;11;Yes
1;2,5;11;0,5;0;12,3;No
1;2,96;12;0,5;0;13,3;No
1;4,3;15;0,5;0;16,3;No
4;4,3;16;0,5;0;17,3;No
1;5,7;26,7;0,5;2,5;30,5;Yes
6;0,86;4,5;0,5;0;5,8;No
5;0,19;6,5;0,5;0;7,8;No
2;1,75;9,5;0,5;2;12,8;Yes
1;8,43;24;0,5;0;25,3;No
1;0,28;3,5;0,5;0;4,8;No
1;1,2;5,5;0,5;0;6,8;No
1;0,7;4,5;0,5;3;8,8;Yes
3;1,17;6;0,5;4;11,3;Yes
2;2,32;9;0,5;0;10,3;No
5;1,92;10;0,5;0;11,3;No
4;2,3;11,5;0,5;0;12,8;No
1;0,5;10,5;0,5;2,35;14,15;Yes
1;1,78;13;0,5;0;14,3;No
5;6,23;20,5;0,5;4,2;26;Yes
1;4,36;18,5;0,5;2;21,8;Yes
1;0,1;4;0,5;0;5,3;No
1;1,41;6,5;0,5;0;7,8;No
2;1,1;6;0,5;0;7,3;No
1;1,9;7,7;0,5;1;10;Yes
1;1,01;6,5;0,5;0;7,8;No
1;3,4;12,5;0,5;0;13,8;No
1;1,07;6;0,5;1,95;9,25;Yes
1;5,54;17,5;0,5;0;18,8;No
1;2;10,7;0;2,3;13,8;Yes
1;1,81;12,5;0,5;0;13,8;No
3;5;18,5;0,5;0;19,8;No
1;2,57;20,5;0,5;2;23,8;Yes
3;0,4;3,5;0,5;0;4,8;No
2;0,97;5;0,5;0;6,3;No
2;0,68;5;0,5;0;6,3;No
1;0,48;5,5;0,5;0;6,8;No
1;1,5;7;0,5;1,65;9,95;Yes
1;1,6;9;0,5;0;10,3;No
1;1,7;9,5;0,5;2;12,8;Yes
3;2,28;10;0,5;0;11,3;No
2;4,4;15,5;0,5;3,35;20,15;Yes
1;9,8;30;0,5;0;31,3;No
1;0,93;5;0,5;0;6,3;No
2;0,5;4,5;0,5;0;5,8;No
1;1,1;6,2;0,5;1;8,5;Yes
1;0,6;6;0,5;0;7,3;No
1;2,5;11;0,5;0;12,3;No
1;0,51;4;0,5;0;5,3;No
1;0,9;5,5;0,5;1,35;8,15;Yes
1;1,61;9;0,5;1;11,3;Yes
1;1,2;12;0,5;0;13,3;No
1;0,5;3,2;0,5;0,9;5,4;Yes
2;0,61;5;0,5;1,65;7,95;Yes
1;1,3;7,5;0,5;0;8,8;No
1;4;13,2;0,5;2,9;17,4;Yes
1;2,38;10,5;0,5;2,2;14;Yes
1;2,7;11,5;0,5;0;12,8;No
3;2,8;13;0,5;0;14,3;No
6;5,53;21;0,5;5,38;27,68;Yes
2;17,1;47,5;0,5;0;54,13;No
2;0,54;4,5;0,5;0;5,8;No
1;1,1;6,7;0,5;1,6;9,6;Yes
2;1,71;8;0,5;0;9,3;No
1;4,9;15,5;0,5;1,5;18,3;Yes
1;3,4;12;0,5;0;13,3;No
1;2,56;11,5;0,5;3;15,8;Yes
1;2,03;8;0,5;0;9,3;No
1;0,6;7;0,5;0;8,3;No
2;2,3;10,5;0,5;0;11,8;No
1;0,8;8,5;0,5;2;11,8;Yes
1;4,44;16;0,5;4,12;21,42;Yes
1;0,81;6,5;0,5;0;7,8;No
1;2,6;10,2;0,5;5;16,5;Yes
1;5,11;16,5;0,5;0;17,8;No
1;4,4;15,5;0,5;4;20,8;Yes
2;3,85;15,5;0,5;3,2;20;Yes
6;17,86;52;0;10;62,8;Yes
1;4,4;22,5;0,5;0;23,8;No
2;0,68;4,5;0,5;1;6,8;Yes
1;1,3;7;0,5;0;8,3;No
1;1,35;7,5;0,5;0;8,8;No
1;1,8;10,5;0,5;3,5;15,3;Yes
1;3;13,5;0,5;0;14,8;No
1;3,26;19;0,5;0;20,3;No
1;7,43;25,5;0,5;0;26,8;No
5;2,47;10,5;0,5;0;11,8;No
1;0,5;3,5;0,5;0;4,8;No
2;1,27;7;0,5;1,5;9,8;Yes
2;1,4;9;0,5;0;10,3;No
1;2,4;12;0,5;0;13,3;No
1;2,13;8,5;0,5;1;10,8;Yes
1;3,63;14;0,5;0;15,3;No
2;4,85;16,5;0,5;0;17,8;No
1;2,12;12;0,5;2,5;15,8;Yes
2;2,1;11,7;0,5;2,6;15,6;Yes
4;0,6;4,5;0,5;0;5,8;No
1;0,5;4;0,5;0;5,3;No
4;1,2;6,5;0,5;0;7,8;No
1;0,3;6,5;0,5;1,5;9,3;Yes
1;4,3;15;0,5;3,08;24,71;Yes
1;10,07;29;0,5;5,9;36,2;Yes
1;4,24;28,5;0,5;0;29,8;No
1;0,47;4,5;0,5;1;6,8;Yes
2;3,03;11;0,5;0;12,3;No
1;4,1;13,5;0,5;4,4;19,2;Yes
3;5,5;17;0,5;4,7;28,33;Yes
1;5,71;19;0,5;2,5;22,8;Yes
5;6,65;20,5;0,5;0;21,8;No
2;6,3;20;0,5;2;23,3;Yes
1;1,35;24,5;0,5;7,5;33,3;Yes
1;0,92;5;0,5;3,38;9,68;Yes
2;0,8;6;0,5;0;7,3;No
6;0,54;4;0,5;0;5,3;No
3;1,4;6,5;0,5;0;7,8;No
1;1,4;7,5;0,5;0;8,8;No
1;3,3;12;0,5;5;18,3;Yes
2;2,7;12;0,5;0;13,3;No
1;2,2;11;0,5;0;12,3;No
1;2,5;11,5;0,5;0;12,8;No
1;4,8;17,5;0,5;0;18,8;No
5;4,68;17,5;0,5;5,4;24,2;Yes
2;1,3;6;0,5;1;8,3;Yes
1;1,8;8;0,5;2,3;11,6;Yes
1;2,39;10;0,5;0;11,3;No
3;4,2;17;0,5;3,65;21,95;Yes
2;4,53;19,5;0,5;4;24,8;Yes
1;0,8;4,5;0,5;0;5,8;No
5;0,44;4,5;0,5;1;6,8;Yes
1;1,26;7;0,5;0;8,3;No
2;0,84;6;0,5;1;8,3;Yes
1;0,8;6,5;0,5;0;7,8;No
1;17,8;52;0;10,55;63,35;Yes
1;4;14;0,5;3,05;18,35;Yes
4;1,82;12;0,5;0;13,3;No
2;0,45;4,5;0,5;0;5,8;No
2;0,8;5;0,5;0;6,3;No
2;1,27;7,5;0,5;0;8,8;No
1;0,48;7,5;0,5;0;8,8;No
1;1,5;9;0,5;0;10,3;No
3;2,77;15;0,5;0;16,3;No
2;1,21;13,5;0,5;0;14,8;No
2;2,2;9,7;0,5;2,2;13,2;Yes
3;2,1;9,2;0,5;2,1;12,6;Yes
1;8,4;25;0,5;0;26,3;No
1;0,4;3,5;0,5;0;4,8;No
1;0,4;4,5;0,5;0;5,8;No
1;1,32;6,5;0,5;1,4;9,2;Yes
1;2,3;9,5;0,5;1,75;12,55;Yes
1;1,8;9;0,5;2,05;12,35;Yes
1;2,36;10;0,5;3,15;14,45;Yes
1;2,77;12,5;0,5;2,6;16,1;Yes
1;3,65;17;0,5;3,5;21,8;Yes
1;5,2;21,2;0,5;10;32,5;Yes
1;0,87;6;0,5;2;9,3;Yes
2;1,8;7,5;0,5;1,75;10,55;Yes
5;0,6;5,5;0,5;0;6,8;No
5;4,31;17;0,5;5,25;23,55;Yes
4;0,9;6;0,5;0;7,3;No
1;4,3;14,5;0,5;0;15,5;No
1;2,35;11,5;0,5;2,4;15,2;Yes
2;10,9;30,5;0,5;0;37,13;No
1;9,3;27;0,5;0;28,3;No
1;2,61;14,5;0,5;4,5;20,3;Yes
1;1,3;6;0,5;1;8,3;Yes
5;0,7;5;0,5;0;6,3;No
2;0,5;4,5;0,5;1,15;6,95;Yes
1;1,3;6,7;0,5;2;10;Yes
2;2,1;8,5;0,5;1,95;11,75;Yes
1;2,9;11;0,5;2,45;14,75;Yes
2;3,1;12;0,5;2,65;15,95;Yes
2;4,1;14;0,5;2,9;18,2;Yes
1;2,7;13,5;0,5;2,95;17,75;Yes
6;9,86;29,5;0,5;10;40,8;Yes
1;3,7;28,5;0,5;0;29,8;No
1;1,9;7,7;0,5;2;11;Yes
1;3,2;15,2;0,5;4,95;21,45;Yes
2;3,5;18,5;0,5;0;19,8;No
1;0,9;4,5;0,5;0;5,8;No
2;1,16;6,5;0,5;1,4;9,2;Yes
1;1,2;6,7;0,5;2,4;10,4;Yes
2;3,4;11,7;0,5;2,6;15,6;Yes
3;2,38;9,5;0,5;2;12,8;Yes
1;3,31;50;0;0;61,3;No
1;2,8;12;0,5;2,5;15,8;Yes
2;2,09;11;0,5;0;12,3;No
1;3,91;16;0,5;0;17,3;No
1;1,3;12,5;0,5;2,75;16,55;Yes
1;2,87;17,5;0,5;0;18,8;No
1;3,81;22,5;0,5;4,6;28,4;Yes
1;12,6;43,5;0,5;0;44,8;No
1;0,1;3,5;0,5;2;6,8;Yes
1;0,7;4,5;0,5;0;5,8;No
4;0,9;5,5;0,5;0;6,8;No
2;1,44;8;0,5;0;9,3;No
1;2,2;10;0,5;0;11,3;No
5;3,86;13;0,5;3,38;17,68;Yes
1;1,6;9,5;0,5;1,9;12,7;Yes
1;2,9;13;0,5;2,85;17,15;Yes
1;8,28;23,5;0,5;0;30,13;No
5;1,46;10,5;0,5;2,2;14;Yes
1;4,69;19,5;0,5;6;26,5;Yes
1;7,9;29,5;0,5;6,15;36,95;Yes
1;0,79;5;0,5;2,5;8,8;Yes
6;1,37;7,5;0,5;0;8,8;No
2;2,53;12,5;0,5;0;13,8;No
5;3,04;13;0,5;0;14,3;No
1;5,45;18;0,5;3,7;23;Yes
1;2,1;17,5;0,5;0;18,8;No
2;1,53;6;0,5;1,95;9,25;Yes
2;0,7;5;0,5;0;6,3;No
2;2,38;11;0,5;0;12,3;No
6;3,1;13;0,5;2,7;17;Yes
2;0,87;12,5;0,5;2,6;16,4;Yes
2;4;25;0,5;0;26,3;No
2;0,4;4;0,5;0;5,3;No
2;1,4;7,5;0,5;1,75;10,55;Yes
1;0,7;6,2;0,5;1,5;9;Yes
1;1,9;8,5;0,5;0;9,8;No
1;1,46;8;0,5;0;9,3;No
1;1,18;7,5;0,5;2,4;11,2;Yes
1;1,4;8,5;0,5;1,95;11,75;Yes
1;1,27;8,5;0,5;1,8;11,6;Yes
1;1,99;11,5;0,5;0;12,8;No
5;3,4;15;0,5;0;16,3;No
1;0,72;13;0,5;0;14,3;No
1;5,6;23,5;0,5;4,95;29,75;Yes
3;20,8;52;0;0;52,8;No
2;3,2;12;0,5;3,3;16,6;Yes
2;1,2;9;0,5;0;10,3;No
1;1,69;12;0,5;0;13,3;No
1;1,3;8,5;0,5;0;9,8;No
3;1,3;9,5;0,5;2,15;12,95;Yes
5;2,26;11,5;0,5;0;12,8;No
2;1,54;6;0,5;0;7,3;No
2;2;9;0,5;2,05;12,35;Yes
1;1,8;10;0,5;0;11,3;No
5;5,17;20;0,5;0;21,3;No
4;1,5;15;0,5;0;16,3;No
1;6,7;29,7;0,5;2,5;33,5;Yes
5;1,14;6,5;0,5;0;7,8;No
6;2,21;9,5;0,5;0;10,8;No
2;6,64;22,5;0,5;2;25,8;Yes
1;10;30,5;0,5;0;31,8;No
1;1,62;8;0,5;0;9,3;No
1;2,2;10;0,5;0;11,3;No
1;3,3;15;0,5;0,1;16,4;Yes
2;2,7;20,5;0,5;0;21,8;No
1;0,89;5;0,5;1,1;7,4;Yes
2;0,91;6;0,5;0;7,3;No
3;1,28;7;0,5;1,5;9,8;Yes
1;2;10;0,5;0;11,3;No
1;2,62;10,5;0,5;0;11,8;No
3;1,33;9,5;0,5;0;10,8;No
6;5,2;17;0,5;0;18,3;No
2;3,4;13,5;0,5;0;14,8;No
1;3,36;16;0,5;4,12;21,42;Yes
1;1,12;13;0,5;0;14,3;No
1;0,48;4;0,5;1;6;Yes
6;0,62;5;0,5;1;7,3;Yes
1;1,4;6,2;0,5;1,5;9;Yes
1;2,7;12;0,5;0;13,3;No
1;3,88;15;0,5;4,65;20,95;Yes
1;4,3;17,2;0,5;3,7;22,2;Yes
2;1,9;14;0,5;0;15,3;No
3;11,2;34,5;0,5;0;41,13;No
