Passenger Count;Trip Distance (in miles);Fare Amount;Surcharge;Tip Amount;Total Amount;Generous ? 
1;6,7;22;0,5;0;23,3;No
3;10;28,7;0,5;0;30;No
1;2,8;15;0,5;0;16,3;No
1;10,9;34,5;0,5;0;35,8;No
1;7,61;29,5;0,5;9;39,8;Yes
2;1;5,5;0,5;0;6,8;No
2;1,29;8,5;0,5;0;9,8;No
1;1,8;10,5;0,5;0;11,8;No
2;8,87;27;0,5;0;33,63;No
2;12,5;36,5;0,5;5;45,24;Yes
1;3,53;26,5;0,5;0;27,8;No
1;1,5;7;0,5;1;9,3;Yes
1;2,7;9,5;0,5;2,7;13,5;Yes
1;3,65;12;0,5;0;13,3;No
1;3,3;12;0,5;0;13,3;No
2;1,1;8,5;0,5;0;9,8;No
3;2,31;10,5;0,5;0;11,8;No
1;3,3;13;0,5;2,85;17,15;Yes
1;3,5;14;0,5;1;16,3;Yes
3;1,98;15;0,5;0;16,3;No
1;8,4;30,5;0,5;0;31,8;No
1;0,5;4,5;0,5;1,7;7,5;Yes
1;1,1;6,5;0,5;1,55;9,35;Yes
1;2;9,5;0,5;1;11,8;Yes
1;1,6;9,5;0,5;0;10,8;No
2;4;14,5;0,5;2;17,8;Yes
1;1,9;11;0,5;0;12,3;No
5;2,43;14;0,5;0;15,3;No
1;1,2;5,5;0,5;0;6,8;No
2;0,58;5;0,5;0;6,3;No
2;0,7;5,5;0,5;0;6,8;No
2;3,4;12;0,5;2,65;15,95;Yes
1;2,8;10,7;0,5;2,4;14,4;Yes
3;1,82;9,5;0,5;0;10,8;No
1;3,65;50;0;10;60,3;Yes
6;2,3;10,5;0,5;2,2;14;Yes
2;2;12,5;0,5;2,75;16,55;Yes
1;3,8;15,2;0,5;3,3;19,8;Yes
3;1,3;14;0,5;0;15,3;No
1;5,13;29,5;0,5;0;30,8;No
1;0,9;5,5;0,5;0;6,8;No
4;1,18;6,5;0,5;1,75;9,55;Yes
1;1,19;7;0,5;0;8,3;No
5;1,14;7;0,5;0;8,3;No
1;3,15;12,5;0,5;3,25;17,05;Yes
1;2,1;11,2;0,5;2,5;15;Yes
1;2,8;13,2;0,5;2,9;17,4;Yes
1;4,35;16,5;0,5;0;17,8;No
1;15,7;42,5;0,5;0;43,8;No
1;0,52;4;0,5;0;5,3;No
3;0,78;4,5;0,5;0;5,8;No
1;1;6,5;0,5;0;7,8;No
1;1,4;7,5;0,5;0;8,8;No
4;0,27;3,5;0,5;0;4,8;No
2;1,3;6,5;0,5;2,3;10,1;Yes
1;1,2;7,5;0,5;0;8,8;No
1;1,75;10;0,5;0;11,3;No
1;5,8;19;0,5;0;25,63;No
1;13,57;40;0,5;0;41,3;No
1;1,1;6;0,5;0;7,3;No
2;1,42;8;0,5;1,7;11;Yes
1;2,23;9,5;0,5;5;15,8;Yes
2;1,2;6;0,5;0;7,3;No
1;1,3;7,2;0,5;1,7;10,2;Yes
1;3,63;11,5;0,5;3;15,8;Yes
1;2,2;9,7;0,5;2,2;13,2;Yes
1;9,43;27;0,5;0;28,3;No
1;2,5;13;0,5;0;14,3;No
1;1,54;17;0,5;0;18,3;No
4;3,6;19;0,5;0;20,3;No
2;0,8;5;0,5;0;6,3;No
4;1;5,5;0,5;0;6,8;No
6;0,83;6,5;0,5;0;7,8;No
1;7,2;21,5;0,5;3;25,8;Yes
2;2,5;11;0,5;2,45;14,75;Yes
1;2,1;11,7;0,5;2,6;15,6;Yes
6;2,78;15;0,5;0;16,3;No
2;5,2;22;0,5;5,8;29,1;Yes
1;0,7;4,5;0,5;0;5,8;No
1;0,81;4,5;0,5;0;5,8;No
1;0,78;4,5;0,5;1,2;7;Yes
1;1,33;6,5;0,5;2,1;9,9;Yes
1;0,6;6,5;0,5;0;7,8;No
1;2,02;9;0,5;0;10,3;No
1;2,27;10;0,5;0;11,3;No
1;4,85;17,5;0,5;4,5;23,3;Yes
1;2,12;15,5;0,5;0;16,8;No
1;3,28;19,5;0,5;2;22,8;Yes
1;6,73;25;0,5;0;26,3;No
5;0,71;4,5;0,5;0;5,8;No
2;1,3;8;0,5;0;9,3;No
2;1,62;9,5;0,5;1;11,8;Yes
3;6,25;19;0,5;3,9;24,2;Yes
2;3,9;15;0,5;3,25;19,55;Yes
4;3,5;17,5;0,5;0;18,8;No
2;3,08;19,5;0,5;5;25,8;Yes
1;1,4;7,5;0,5;0;8,8;No
1;1,3;8;0,5;0;9,3;No
2;5,09;20;0,5;0;21,3;No
1;0,73;5;0,5;0;6,3;No
1;0,37;4,5;0,5;0;5,8;No
1;1,05;6,5;0,5;1,4;9,2;Yes
2;2,3;9,7;0,5;3;14;Yes
6;14,98;41,5;0,5;0;42,8;No
2;0,6;5;0,5;2;8,3;Yes
1;2,66;11;0,5;1;13,3;Yes
1;2,01;10,5;0,5;0;11,8;No
1;7,84;24;0,5;2;27,3;Yes
3;2,92;15;0,5;0;16,3;No
1;0,1;4;0,5;0;5,3;No
1;0,77;5;0,5;0;6,3;No
1;2,3;10;0,5;1;12,3;Yes
2;3,5;14,5;0,5;0;15,8;No
1;4;18,2;0,5;4,87;24,37;Yes
2;0,09;2,5;0,5;0;3,8;No
2;0,5;5,5;0,5;0;6,8;No
1;2,31;11,5;0,5;0;12,8;No
1;6,28;21,5;0,5;0;22,8;No
5;2,82;13,5;0,5;2,8;17,6;Yes
2;10,49;33;0,5;4;43,63;Yes
1;0,4;3,5;0,5;0;4,8;No
1;0,9;5;0,5;0;6,3;No
1;0,6;5,5;0,5;0;6,8;No
2;1,2;6,5;0,5;1,55;9,35;Yes
1;1,5;7,5;0,5;0;8,8;No
2;0,97;6,5;0,5;10,08;17,88;Yes
1;0,88;6,5;0,5;2,1;9,9;Yes
1;2,7;10,5;0,5;2,35;14,15;Yes
1;1,86;10;0,5;2,1;13,4;Yes
1;1,4;10;0,5;0;11,3;No
1;1,2;11;0,5;0;12,3;No
2;2,1;11,5;0,5;0;12,8;No
1;4,6;17;0,5;0;18,3;No
1;4,7;16,5;0,5;0;17,8;No
1;6,35;24,5;0,5;3,5;29,3;Yes
5;16,5;48,5;0,5;0;49,8;No
6;0,12;2,5;0,5;0;3,8;No
1;2;8;0,5;3;12,3;Yes
1;1,46;7;0,5;0;8,3;No
2;1,8;9,5;0,5;0;10,8;No
2;2,73;12;0,5;1,5;14,8;Yes
1;6,99;24;0,5;4,7;30;Yes
2;0,56;4;0,5;0,9;6,2;Yes
1;1,74;7,5;0,5;1,6;10,4;Yes
2;1,51;8;0,5;1,7;11;Yes
1;1,99;9;0,5;2,85;13,15;Yes
4;2,51;10,5;0,5;2,2;14;Yes
1;1,34;30;0;0;30,3;No
1;0,5;5,5;0,5;0;6,8;No
6;0,87;6;0,5;1,95;9,25;Yes
1;0,8;6,5;0,5;1;8,8;Yes
1;1,28;7,5;0,5;2,4;11,2;Yes
1;1,8;9;0,5;2,05;12,35;Yes
1;4,2;14,5;0,5;4,5;20,3;Yes
5;2,42;11;0,5;0;12,3;No
1;4,43;17;0,5;0;18,3;No
5;2,85;20,5;0,5;0;21,8;No
1;0,4;4;0,5;1;6,3;Yes
1;1;6;0,5;0;7,3;No
1;1,2;5,7;0,5;1,75;8,75;Yes
5;0,9;6;0,5;1,45;8,75;Yes
1;1,5;8,5;0,5;0;9,8;No
3;1,7;9,5;0,5;0;10,8;No
2;7,84;24;0,5;0;25,3;No
1;0,88;6,5;0,5;2,1;9,9;Yes
1;3,51;12,5;0,5;0,1;13,9;Yes
2;2,1;10;0,5;0;11,3;No
2;2,44;11,5;0,5;0;12,8;No
1;2;12;0,5;2,65;15,95;Yes
1;0,8;15,5;0,5;0;16,8;No
1;0,86;5;0,5;0;6,3;No
3;2;7,7;0,5;1,8;10,8;Yes
1;1,47;8;0,5;1,7;11;Yes
1;3,5;12;0,5;3,95;17,25;Yes
1;7,43;22;0,5;4,5;27,8;Yes
1;4,8;17,5;0,5;0;18,8;No
1;1,7;8,5;0,5;1,6;11,4;Yes
3;1,95;10;0,5;2,1;13,4;Yes
1;3,3;12;0,5;2,65;15,95;Yes
2;1,6;12,5;0,5;5;18,8;Yes
2;2,8;22,2;0,5;4,7;28,2;Yes
1;0,4;4,5;0,5;0;5,8;No
5;1,02;5,5;0,5;3;9,8;Yes
1;2;7,5;0,5;3;11,8;Yes
1;2,16;8,5;0,5;1,8;11,6;Yes
1;1,4;8;0,5;2,3;11,6;Yes
1;2,11;9,5;0,5;2;12,8;Yes
4;2,5;10,2;0,5;2,3;13,8;Yes
2;2,8;11,5;0,5;2,55;15,35;Yes
2;3;13,5;0,5;0;14,8;No
6;5,88;19,5;0,5;4;24,8;Yes
2;0,7;4,5;0,5;0;5,8;No
1;1,5;8,5;0,5;0;9,8;No
2;1,46;7;0,5;0;8,3;No
4;1,9;9;0,5;0;10,3;No
1;7,1;20,5;0,5;0;21,8;No
4;3;12,2;0,5;2,7;16,2;Yes
6;3,76;14,5;0,5;0;15,8;No
1;3,18;11,5;0,5;0;12,8;No
5;2,11;10,5;0,5;0;11,5;No
1;1,9;11;0,5;0;12,3;No
1;3,42;15;0,5;3,88;20,18;Yes
2;1,43;13,5;0,5;2,8;17,6;Yes
1;7,3;26;0,5;6,8;34,1;Yes
1;10,49;35,5;0,5;0;36,8;No
1;0,6;4,5;0,5;0;5,8;No
1;1,08;5,5;0,5;0;6,8;No
1;1,57;7;0,5;1,88;10,18;Yes
1;2,4;9,5;0,5;3,2;14;Yes
3;1,73;8,5;0,5;1,8;11,6;Yes
5;3,03;12,5;0,5;2,6;16,4;Yes
5;2;11,5;0,5;2,4;15,2;Yes
1;1,6;12;0,5;0;13,3;No
1;5,6;19,2;0,5;5,12;25,62;Yes
1;7,35;24;0,5;3,5;28,8;Yes
1;0,6;5,5;0,5;0;6,8;No
1;1,5;7;0,5;0;8,3;No
2;2,2;9;0,5;2,05;12,35;Yes
1;0,91;7;0,5;1;9,3;Yes
1;1,78;10;0,5;1;12,3;Yes
1;3,9;17;0,5;0;18,3;No
1;16,3;45,5;0,5;0;46,8;No
6;5,65;23;0,5;0;24,3;No
1;4,4;15;0,5;0;16,3;No
5;0,22;4,5;0,5;0;5,8;No
1;1,9;7,5;0,5;2,6;11,4;Yes
6;2,83;13;0,5;0;14,3;No
2;5,35;19,5;0,5;6;26,8;Yes
2;1;12,5;0,5;0;13,8;No
1;12,8;60,5;0,5;0;61,8;No
2;0,21;3,5;0,5;0;4,8;No
1;0,81;5;0,5;0;6,3;No
1;1,86;10;0,5;0;11,3;No
5;4,24;16;0,5;0;17,3;No
1;14,88;40;0,5;12,15;53,45;Yes
1;3,8;18,2;0,5;3,9;23,4;Yes
1;0,02;2,5;0,5;0;3,8;No
1;0,37;3,5;0,5;0;4,8;No
1;0,87;4,5;0,5;1,5;7,3;Yes
1;1,8;7,5;0,5;2,6;11,4;Yes
1;1;5,5;0,5;0;6,8;No
1;2,5;10,5;0,5;0;11,8;No
1;3,3;12,5;0,5;0;13,8;No
1;2,1;11;0,5;0;12,3;No
1;2,89;12;0,5;3,12;16,42;Yes
1;12,53;34,5;0,5;5;40,8;Yes
1;4,98;19,5;0,5;0;20,8;No
1;4,26;26;0,5;0;27,3;No
1;4,37;27,5;0,5;0;28,8;No
2;1,3;7,5;0,5;0;8,8;No
3;1,5;7,7;0,5;1,8;10,8;Yes
4;1,6;8,5;0,5;1;10,8;Yes
1;2,2;11,5;0,5;0;12,8;No
1;2,5;14,5;0,5;0;15,8;No
1;11,4;32,5;0,5;0;33,8;No
1;0,28;4;0,5;0;5,3;No
2;1,3;6,5;0,5;0;7,8;No
2;8,69;24,5;0,5;5;30,8;Yes
4;3,25;14;0,5;0;15,3;No
1;3,9;15,5;0,5;0;16,8;No
1;4,61;19,5;0,5;0;20,8;No
2;0,4;2,5;0,5;0;3,8;No
1;0,7;6;0,5;0;7,3;No
2;0,89;6;0,5;0;7,3;No
2;1,92;9;0,5;0;10,3;No
5;1,29;6;0,5;3;10,3;Yes
2;1,9;8,5;0,5;1,95;11,75;Yes
1;1,2;8;0,5;0;9,3;No
2;2,2;9,2;0,5;2,1;12,6;Yes
1;6,19;22,5;0,5;0;23,8;No
1;2,13;8,5;0,5;0;9,8;No
2;0,9;6,5;0,5;0;7,8;No
3;2,6;10;0,5;0;11,3;No
3;2,76;10,5;0,5;0;11,8;No
1;2,5;11,5;0,5;2,55;15,35;Yes
1;6,8;22,5;0,5;7,1;30,9;Yes
4;3,6;17;0,5;0;18,3;No
1;4,84;32,5;0,5;7,67;46,8;Yes
1;0,8;5;0,5;0;6,3;No
1;1,4;7;0,5;1,5;9,8;Yes
1;0,93;7,5;0,5;0;8,8;No
1;1,74;8,5;0,5;0;9,8;No
1;1,58;8;0,5;1;10,3;Yes
5;3,11;12;0,5;0;13,3;No
2;4,34;14,5;0,5;0;15,8;No
1;3,11;13,5;0,5;2,8;17,6;Yes
1;4;18,5;0,5;2;21,8;Yes
1;9,9;34,5;0,5;0;35,8;No
1;0,78;5,5;0,5;0;6,8;No
1;2,5;11,5;0,5;2,55;15,35;Yes
2;2,1;13,7;0,5;3;18;Yes
2;11,91;39;0,5;0;45,63;No
1;1,39;7;0,5;1,5;9,8;Yes
1;1,72;10;0,5;3,15;14,45;Yes
2;1,67;12;0,5;0;13,3;No
1;9,89;29,5;0,5;7,07;43,2;Yes
2;5,1;19,5;0,5;0;20,8;No
1;0,52;4;0,5;1,35;6,65;Yes
1;0,73;5,5;0,5;1,2;8;Yes
1;2,09;8;0,5;0;9,3;No
1;0,91;6,5;0,5;0;7,8;No
1;1,9;10;0,5;2,25;13,55;Yes
1;3,4;12,2;0,5;3;16,5;Yes
1;9,16;27;0,5;5,5;33,5;Yes
2;17,2;52;0;0;58,13;No
3;0,59;4;0,5;1;6,3;Yes
2;0,96;5;0,5;1;7,3;Yes
3;0,9;5,5;0,5;1,35;8,15;Yes
6;1,07;6,5;0,5;1;8,8;Yes
1;1,06;7,5;0,5;1,6;10,4;Yes
3;5,6;19,5;0,5;0;20,8;No
5;2,32;16;0,5;0;17,3;No
3;0,35;4;0,5;1;6,3;Yes
2;0,7;5,7;0,5;0,5;7,5;Yes
1;0,99;6,5;0,5;0;7,8;No
1;1,97;7,5;0,5;0;8,8;No
1;2,48;11,5;0,5;2,4;15,2;Yes
4;2,8;13;0,5;0;14,3;No
1;2,3;12,7;0,5;3;17;Yes
1;5,1;18,5;0,5;0;19,8;No
1;0,3;3,5;0,5;0,95;5,75;Yes
1;0,6;4,5;0,5;1,15;6,95;Yes
1;1,2;7,5;0,5;0;8,8;No
1;1,45;9,5;0,5;0;10,8;No
2;6,1;19;0,5;5,05;25,35;Yes
1;1,46;10;0,5;0;11,3;No
1;1,8;10,2;0,5;2,3;13,8;Yes
2;2,8;16,5;0,5;0;17,8;No
1;13,9;41;0,5;0;58,29;No
4;0,7;5,5;0,5;0;6,8;No
1;2,26;8,5;0,5;1;10,8;Yes
2;2,2;8,7;0,5;2;12;Yes
1;2;10,5;0,5;2,95;14,75;Yes
1;4,1;15;0,5;3;19,3;Yes
1;1,09;14;0,5;2,9;18,2;Yes
1;0,66;4,5;0,5;2;7,8;Yes
1;0,85;5;0,5;1,1;7,1;Yes
3;0,36;5,5;0,5;0;6,8;No
4;2,26;9;0,5;2,38;12,68;Yes
1;3,7;13,5;0,5;3,5;18,3;Yes
1;3,8;15,5;0,5;3;19,8;Yes
1;2,5;12,7;0,5;2;16;Yes
3;5,19;17,5;0,5;0;18,8;No
2;11;31;0,5;12;46,3;Yes
2;6,9;22,7;0,5;4,8;28,8;Yes
6;0,86;7,5;0,5;2,4;11,2;Yes
5;3,35;14;0,5;4,35;19,65;Yes
1;1,47;6,5;0,5;0;7,8;No
6;1,68;9,5;0,5;0;10,8;No
2;4,9;16,5;0,5;0;17,8;No
1;2,34;12;0,5;2,5;15,8;Yes
1;2;8;0,5;0;9,3;No
1;1,4;8,2;0,5;2,85;12,35;Yes
5;2,53;11;0,5;2;14,3;Yes
1;3,2;16,5;0,5;0;17,8;No
1;0,7;4,5;0,5;0;5,8;No
2;0,6;5,2;0,5;1,3;7,8;Yes
1;1,8;8;0,5;0;9,3;No
1;1,6;8,5;0,5;1,2;11;Yes
2;1,2;8;0,5;2;11,3;Yes
1;4,51;14,5;0,5;0;15,8;No
1;4,1;15,5;0,5;4,4;26,53;Yes
1;5,1;18;0,5;3,85;23,15;Yes
3;2,97;14;0,5;0;15,3;No
1;5,55;19,5;0,5;0;20,8;No
5;4,78;17,5;0,5;2,2;21;Yes
4;1,4;17,5;0,5;0;18,8;No
1;3;20;0,5;0;21,3;No
1;0,2;3;0,5;1;5,3;Yes
1;0,8;4,5;0,5;1,25;7,05;Yes
2;0,96;6;0,5;0;7,3;No
4;1,11;7,5;0,5;1,6;10,4;Yes
1;2,57;10;0,5;0;11,3;No
1;4,01;14;0,5;1,7;17;Yes
1;0,6;8;0,5;1;10,3;Yes
1;1,8;11;0,5;0;12,3;No
1;5,36;17,5;0,5;0;18,8;No
3;6,4;22;0,5;0;23,3;No
1;12,3;46,7;0,5;5;58,33;Yes
2;0,5;4;0,5;0;5,3;No
1;0,7;4,5;0,5;1,15;6,95;Yes
1;4,73;16;0,5;0;17,3;No
1;2,5;11,5;0,5;2,2;15;Yes
2;3,5;13,5;0,5;2;16,8;Yes
1;0,8;4,5;0,5;1,5;7,3;Yes
1;0,87;5,5;0,5;0;6,8;No
1;1,76;9,5;0,5;1,2;12;Yes
1;0,5;8;0,5;0;9,3;No
1;2,8;11,5;0,5;1,5;14,3;Yes
2;3;12;0,5;3,7;17;Yes
1;2,84;13;0,5;0;14,3;No
2;1,7;11,5;0,5;1;13,8;Yes
1;2,4;13;0,5;1,5;15,8;Yes
5;0,74;5;0,5;0;6,3;No
6;0,75;4,5;0,5;0;5,8;No
1;1,03;5,5;0,5;0;6,8;No
1;2,5;9;0,5;0;10,3;No
2;1,3;6,5;0,5;0;7,8;No
2;2,4;9,2;0,5;2;12,5;Yes
2;4,1;13,7;0,5;1;16;Yes
1;2,03;11;0,5;2,3;14,6;Yes
3;5,6;19,5;0,5;0;20,8;No
1;5,72;20,5;0,5;0;21,8;No
1;6,81;29,5;0,5;9;39,8;Yes
1;0,7;4;0,5;1,05;6,35;Yes
1;0,8;5;0,5;0;6,3;No
2;1,8;8;0,5;0;9,3;No
2;1,1;7,5;0,5;0;8,8;No
1;1,34;8;0,5;1,7;11;Yes
1;4,71;16;0,5;3,3;20,6;Yes
2;0,84;5;0,5;1,38;7,68;Yes
5;0,98;5,5;0,5;0;6,8;No
1;0,7;5;0,5;0;6,3;No
1;1,3;7,5;0,5;0;8,8;No
4;1,6;8,5;0,5;2,7;12,5;Yes
1;2,84;14;0,5;4,35;19,65;Yes
1;7,74;25,5;0,5;0;26,8;No
5;0,63;4;0,5;1,35;6,65;Yes
2;1,08;7;0,5;0;8,3;No
1;0,68;7,5;0,5;2;10,8;Yes
5;1,72;9,5;0,5;0;10,8;No
3;6,9;22,5;0,5;0;23,8;No
5;2,55;14;0,5;0;15,3;No
1;5,97;22;0,5;5,62;28,92;Yes
6;13,43;42,5;0,5;10,75;54,55;Yes
1;3,77;25,5;0,5;0;26,8;No
1;1,1;7;0,5;1,65;9,95;Yes
1;1,83;8,5;0,5;1,8;11,6;Yes
1;4,5;14;0,5;0;15,3;No
2;3,4;13,5;0,5;0;14,8;No
2;4,07;16,5;0,5;2,25;20,05;Yes
2;3,6;21,5;0,5;4;26,8;Yes
1;12,39;49,5;0,5;0;50,8;No
3;1,2;6;0,5;1,8;9,1;Yes
1;1;6;0,5;1,8;9,1;Yes
1;1,2;7;0,5;1,65;9,95;Yes
1;2,01;9;0,5;4;14,3;Yes
1;4,63;15;0,5;0;16,3;No
5;2,22;9;0,5;0;10,3;No
1;1,48;15;0,5;0;16,3;No
3;4,89;20,5;0,5;0;21,8;No
1;0;120;0;0;120,3;No
2;0,6;4;0,5;0;5,3;No
1;0,5;5,5;0,5;0;6,8;No
1;0,77;6,5;0,5;1;8,8;Yes
1;5,5;15,7;0,5;2;19;Yes
1;1,86;9,5;0,5;0;10,8;No
4;2,8;11,5;0,5;2,55;15,35;Yes
2;2,98;12,5;0,5;0;13,8;No
2;2,76;12;0,5;3,75;17,05;Yes
1;4,6;16;0,5;0;17,3;No
5;3,16;13;0,5;2,7;17;Yes
1;2,66;10,5;0,5;2,2;14;Yes
1;1,8;12;0,5;0;13,3;No
1;11,3;38;0,5;7,7;47;Yes
4;0,3;4,5;0,5;0;5,8;No
1;2,1;8,5;0,5;2;11,8;Yes
1;2,2;8,5;0,5;0;9,8;No
1;1,54;9;0,5;0;10,3;No
1;1,74;10;0,5;1;12,3;Yes
1;1,4;9,5;0,5;1;11,8;Yes
1;0,49;4,5;0,5;1,5;7,3;Yes
1;1,59;7;0,5;0;8,3;No
1;1,88;7,5;0,5;1,2;10;Yes
1;0;3;0,5;0;4,3;No
2;1,5;6,5;0,5;0;7,8;No
1;1,11;7;0,5;1,5;9,8;Yes
2;1,3;7;0,5;0;8,3;No
1;1,2;9,5;0,5;0;10,8;No
4;1,2;10;0,5;0;11,3;No
6;3,21;17;0,5;0;18,3;No
1;1;5;0,5;0;6;No
1;1,3;6;0,5;1;8,3;Yes
1;2,1;9,7;0,5;1;12;Yes
2;2,19;11,5;0,5;2,4;15,2;Yes
1;3,96;15,5;0,5;4,8;21,6;Yes
1;5,6;18,2;0,5;3,9;23,4;Yes
1;3,7;15,5;0,5;2,2;19;Yes
1;4,3;20,2;0,5;4,3;25,8;Yes
5;2,5;10,5;0,5;1,2;13;Yes
2;3,28;12,5;0,5;2,6;16,4;Yes
2;4,2;16;0,5;4,3;21,6;Yes
1;3,9;18,5;0,5;0;19,8;No
1;0,61;4;0,5;0;5,3;No
3;1,56;8;0,5;0;9,3;No
1;1,1;7;0,5;1,65;9,95;Yes
1;2,07;10;0,5;1;12,3;Yes
1;2,06;14,5;0,5;0;15,8;No
1;5,22;21,5;0,5;4,4;27,2;Yes
1;9,2;29,5;0,5;0;30,8;No
2;3,4;23,5;0,5;0;24,8;No
2;0,49;3,5;0,5;0;4,8;No
2;0,9;5;0,5;0;6,3;No
3;1,6;8;0,5;1,5;10,8;Yes
4;4,2;15;0,5;0;16,3;No
1;3,45;14,5;0,5;2;17,8;Yes
1;2,08;13;0,5;2,7;17;Yes
2;2,6;13,5;0,5;0;14,8;No
1;3,7;19,5;0,5;0;20,8;No
1;10,13;32,5;0,5;0;33,8;No
4;1,4;8;0,5;0;9,3;No
1;2,83;11,5;0,5;2;14,8;Yes
1;5,14;17,5;0,5;3,6;22,4;Yes
1;5;17;0,5;3,65;21,95;Yes
1;6,35;24,5;0,5;5;30,8;Yes
1;0,59;5;0,5;0;6,3;No
5;0,89;5,5;0,5;0;6,8;No
1;7,8;22;0,5;5,8;29,1;Yes
1;2,64;11,5;0,5;2,4;15,2;Yes
1;5,3;16,2;0,5;3;20,5;Yes
1;7,32;23;0,5;0;24,3;No
1;0,8;5;0,5;0;6,3;No
1;1,33;7,5;0,5;0;8,8;No
3;1,91;9;0,5;2,85;13,15;Yes
1;3,5;13;0,5;3,38;17,68;Yes
2;3,8;14;0,5;0,77;16,07;Yes
2;3,99;16;0,5;0;17,3;No
4;5,2;22;0,5;1;24;Yes
1;10,16;32;0,5;5;38,3;Yes
1;0,7;5,5;0,5;0;6,8;No
1;3,2;10,2;0,5;2,3;13,8;Yes
1;1,26;8;0,5;0;9,3;No
2;1,6;9,5;0,5;2,7;13,5;Yes
1;3,48;14,5;0,5;2;17,8;Yes
1;8,19;25;0,5;0;26,3;No
1;3,5;15;0,5;0;16,3;No
2;17,4;52;0;11,6;69,73;Yes
1;1,5;6,5;0,5;0;7,8;No
3;1,1;6;0,5;0;7,3;No
1;1,6;7;0,5;0;8,3;No
1;2,72;9,5;0,5;2,5;13,3;Yes
1;2,98;12;0,5;0;13,3;No
1;3,2;12;0,5;2,65;15,95;Yes
1;1,5;11,5;0,5;2,55;15,35;Yes
1;8,28;24,5;0,5;5;30,8;Yes
1;7,6;24;0,5;7,55;32,85;Yes
1;1,6;14,5;0,5;3;18,8;Yes
1;1,38;6,5;0,5;1,75;9,55;Yes
1;1,75;7,5;0,5;2;10,8;Yes
1;1,2;7;0,5;0;8,3;No
1;2,93;11;0,5;0;12,3;No
1;0,6;8;0,5;2;11,3;Yes
2;3,9;16,2;0,5;4,37;21,87;Yes
3;16,12;42,5;0,5;14,5;63,63;Yes
1;0,69;4;0,5;0;5,3;No
2;0,6;4,2;0,5;1,37;6,87;Yes
1;1;6;0,5;0;7,3;No
1;0,8;5,2;0,5;1,3;7,8;Yes
2;0,89;11;0,5;0;12,3;No
1;3,6;15;0,5;4;20,3;Yes
1;7,5;179,7;0;50;239,75;Yes
2;0,1;3,5;0,5;0;4,8;No
1;0,61;5;0,5;0;6,3;No
5;1,34;8;0,5;0;9,3;No
1;1,3;8,5;0,5;0;9,8;No
1;1,43;9;0,5;0;10,3;No
1;1,33;10;0,5;2,1;13,4;Yes
1;1,4;11;0,5;0;12,3;No
4;0,2;4;0,5;0;5,3;No
2;0,99;6;0,5;1;8,3;Yes
2;1,55;8;0,5;1,7;11;Yes
1;2,1;13;0,5;0;14,3;No
1;2,51;14,5;0,5;0;15,8;No
1;1,8;7,2;0,5;1,7;10,2;Yes
1;2,8;11,5;0,5;2;14,8;Yes
2;5,37;17;0,5;3,5;21,8;Yes
1;1,64;10;0,5;2,62;13,92;Yes
1;2,9;14;0,5;0;15,3;No
1;4,4;16,5;0,5;0;17,8;No
2;2,56;17;0,5;0;18,3;No
4;0,98;6;0,5;1,95;9,25;Yes
1;1,4;7,5;0,5;2,2;11;Yes
2;2;9;0,5;2;12,3;Yes
1;2,18;10;0,5;2,1;13,4;Yes
2;3,24;14,5;0,5;2;17,8;Yes
1;7,87;27,5;0,5;0;28,8;No
3;0,66;4,5;0,5;0;5,8;No
1;0,19;4,5;0,5;0;5,8;No
1;1,74;8,5;0,5;0;9,8;No
2;1,04;8;0,5;1,7;11;Yes
1;1,1;9,5;0,5;0;10,8;No
5;6,12;20;0,5;0;21,3;No
1;0,6;4;0,5;2;7,3;Yes
1;2,2;9,5;0,5;2,15;12,95;Yes
2;4,31;15;0,5;0;16,3;No
4;21,7;61;0,5;0;62,3;No
4;0,56;5;0,5;0;6,3;No
6;0,73;5,5;0,5;0;6,8;No
2;1,61;9,5;0,5;0;10,8;No
1;4,03;14,5;0,5;2;17,8;Yes
1;0,98;9;0,5;0;10,3;No
2;2,83;14,5;0,5;0;15,8;No
4;7,2;26,7;0,5;0;28;No
1;0,9;4,5;0,5;1,15;6,95;Yes
1;1,9;9;0,5;0;10,3;No
1;3,1;11;0,5;2,88;15,18;Yes
1;3,29;12;0,5;1;14,3;Yes
2;2,3;10,5;0,5;0;11,8;No
1;6,4;20,5;0,5;0;21,8;No
1;3,48;15;0,5;0;16;No
1;8,7;27,5;0,5;6,8;40,93;Yes
1;10,63;31;0,5;0;32,3;No
1;5,68;25;0,5;7,65;33,95;Yes
1;0,05;3;0,5;0;4,3;No
3;0,5;4;0,5;0;5,3;No
1;0,19;4;0,5;0;5,3;No
1;1,23;7;0,5;1,5;9,8;Yes
1;2,1;9;0,5;0;10,3;No
1;0,77;8;0,5;0;9,3;No
2;1,3;10,5;0,5;0;11,8;No
1;3,2;14,5;0,5;0;15,8;No
1;1,08;12,5;0,5;0;13,8;No
4;2,87;16;0,5;2;19,3;Yes
1;1;6;0,5;0;7,3;No
6;2,38;10,5;0,5;0;11,8;No
1;2,9;12;0,5;2,5;15,8;Yes
1;4,8;18,5;0,5;0;19,8;No
2;5,12;19;0,5;3,9;24,2;Yes
2;0,3;3;0,5;0;4,3;No
2;0,7;5;0,5;0;6,3;No
3;0,72;5,5;0,5;0;6,8;No
